instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cnt_check,windspeed_binned,hum_binned,temp_combined,temp_binned,hour_bin,rush_hour,prev_hour_rentals,temp_diff_perceived,weather_intensity,temp_prev,hum_prev,windspeed_prev,weather_change_indicator,temp_median,daily_rentals,Weather Discomfort Index
978,2011-02-13,1,0,2,9,0,0,0,2,0.24,0.2273,0.6,0.2239,12,35,47,47,Low Wind,Medium Humidity,0.23365,Low Temp,Morning,0,12.0,-0.012699999999999989,0.13039,0.22,0.64,0.194,0,0.9727622705564187,1509.0,0.55975
979,2011-02-13,1,0,2,10,0,0,0,1,0.3,0.2727,0.45,0.3284,19,86,105,105,Low Wind,Medium Humidity,0.28635,Low Temp,Morning,0,47.0,-0.02729999999999999,0.06892000000000001,0.24,0.6,0.2239,1,0.9727622705564187,1571.0,0.4926000000000001
980,2011-02-13,1,0,2,11,0,0,0,1,0.32,0.2879,0.39,0.4478,26,86,112,112,Medium Wind,Medium Humidity,0.30395,Low Temp,Morning,0,105.0,-0.03210000000000002,0.07389000000000001,0.3,0.45,0.3284,1,0.9727622705564187,1599.0,0.5457562499999999
981,2011-02-13,1,0,2,12,0,0,0,1,0.36,0.3182,0.32,0.4627,58,94,152,152,Medium Wind,Low Humidity,0.33909999999999996,Medium Temp,Afternoon,0,112.0,-0.041800000000000004,0.07513500000000001,0.32,0.39,0.4478,0,0.9727622705564187,1637.0,0.4112888888888889
982,2011-02-13,1,0,2,13,0,0,0,1,0.38,0.3939,0.29,0.3582,62,92,154,154,Medium Wind,Low Humidity,0.38695,Medium Temp,Afternoon,0,152.0,0.013899999999999968,0.07041,0.36,0.32,0.4627,1,0.9727622705564187,1671.0,0.2733631578947368
983,2011-02-13,1,0,2,14,0,0,0,2,0.4,0.4091,0.3,0.4179,51,110,161,161,Medium Wind,Low Humidity,0.40455,Medium Temp,Afternoon,0,154.0,0.009099999999999997,0.15179,0.38,0.29,0.3582,0,0.9727622705564187,1697.0,0.31342499999999995
984,2011-02-13,1,0,2,15,0,0,0,2,0.4,0.4091,0.3,0.2985,40,122,162,162,Low Wind,Low Humidity,0.40455,Medium Temp,Afternoon,0,161.0,0.009099999999999997,0.13985000000000003,0.4,0.3,0.4179,1,0.9727622705564187,1739.0,0.22387499999999996
985,2011-02-13,1,0,2,16,0,0,0,2,0.42,0.4242,0.28,0.3284,28,106,134,134,Low Wind,Low Humidity,0.42210000000000003,Medium Temp,Afternoon,0,162.0,0.004200000000000037,0.14484000000000002,0.4,0.3,0.2985,0,0.9727622705564187,1699.0,0.2189333333333334
986,2011-02-13,1,0,2,17,0,0,0,1,0.42,0.4242,0.28,0.3284,30,95,125,125,Low Wind,Low Humidity,0.42210000000000003,Medium Temp,Afternoon,1,134.0,0.004200000000000037,0.07242000000000001,0.42,0.28,0.3284,0,0.9727622705564187,1679.0,0.2189333333333334
987,2011-02-13,1,0,2,18,0,0,0,1,0.4,0.4091,0.32,0.2985,17,78,95,95,Low Wind,Low Humidity,0.40455,Medium Temp,Evening,0,125.0,0.009099999999999997,0.07092500000000002,0.42,0.28,0.3284,0,0.9727622705564187,1637.0,0.23879999999999998
988,2011-02-13,1,0,2,19,0,0,0,1,0.4,0.4091,0.35,0.2836,11,50,61,61,Low Wind,Medium Humidity,0.40455,Medium Temp,Evening,0,95.0,0.009099999999999997,0.07168000000000001,0.4,0.32,0.2985,0,0.9727622705564187,1634.0,0.24814999999999998
989,2011-02-13,1,0,2,20,0,0,0,1,0.4,0.4091,0.35,0.3284,15,32,47,47,Low Wind,Medium Humidity,0.40455,Medium Temp,Evening,0,61.0,0.009099999999999997,0.07392000000000001,0.4,0.35,0.2836,0,0.9727622705564187,1640.0,0.28735
990,2011-02-13,1,0,2,21,0,0,0,1,0.4,0.4091,0.35,0.3582,6,45,51,51,Medium Wind,Medium Humidity,0.40455,Medium Temp,Evening,0,47.0,0.009099999999999997,0.07541,0.4,0.35,0.3284,0,0.9727622705564187,1651.0,0.313425
991,2011-02-13,1,0,2,22,0,0,0,1,0.4,0.4091,0.35,0.2985,5,31,36,36,Low Wind,Medium Humidity,0.40455,Medium Temp,Evening,0,51.0,0.009099999999999997,0.07242500000000002,0.4,0.35,0.3582,0,0.9727622705564187,1636.0,0.26118749999999996
992,2011-02-13,1,0,2,23,0,0,0,1,0.4,0.4091,0.35,0.3582,3,27,30,30,Medium Wind,Medium Humidity,0.40455,Medium Temp,Evening,0,36.0,0.009099999999999997,0.07541,0.4,0.35,0.2985,0,0.9727622705564187,1621.0,0.313425
993,2011-02-14,1,0,2,0,0,1,1,1,0.38,0.3939,0.37,0.3582,3,8,11,11,Medium Wind,Medium Humidity,0.38695,Medium Temp,Early Morning,0,30.0,0.013899999999999968,0.07441,0.4,0.35,0.3582,0,0.9727622705564187,1600.0,0.34877368421052635
994,2011-02-14,1,0,2,1,0,1,1,1,0.38,0.3939,0.37,0.3582,1,6,7,7,Medium Wind,Medium Humidity,0.38695,Medium Temp,Early Morning,0,11.0,0.013899999999999968,0.07441,0.38,0.37,0.3582,0,0.9727622705564187,1568.0,0.34877368421052635
995,2011-02-14,1,0,2,2,0,1,1,1,0.36,0.3333,0.4,0.2985,0,2,2,2,Low Wind,Medium Humidity,0.34665,Medium Temp,Early Morning,0,7.0,-0.0267,0.070925,0.38,0.37,0.3582,0,0.9727622705564187,1546.0,0.3316666666666667
996,2011-02-14,1,0,2,3,0,1,1,1,0.34,0.3182,0.46,0.2239,1,1,2,2,Low Wind,Medium Humidity,0.3291,Low Temp,Early Morning,0,2.0,-0.02180000000000004,0.068195,0.36,0.4,0.2985,0,0.9727622705564187,1528.0,0.3029235294117647
997,2011-02-14,1,0,2,4,0,1,1,1,0.32,0.303,0.53,0.2836,0,2,2,2,Low Wind,Medium Humidity,0.3115,Low Temp,Early Morning,0,2.0,-0.017000000000000015,0.07268000000000001,0.34,0.46,0.2239,0,0.9727622705564187,1518.0,0.4697125000000001
998,2011-02-14,1,0,2,5,0,1,1,1,0.32,0.303,0.53,0.2836,0,3,3,3,Low Wind,Medium Humidity,0.3115,Low Temp,Early Morning,0,2.0,-0.017000000000000015,0.07268000000000001,0.32,0.53,0.2836,0,0.9727622705564187,1519.0,0.4697125000000001
999,2011-02-14,1,0,2,6,0,1,1,1,0.34,0.303,0.46,0.2985,1,25,26,26,Low Wind,Medium Humidity,0.3215,Low Temp,Morning,0,3.0,-0.03700000000000003,0.07192500000000002,0.32,0.53,0.2836,0,0.9727622705564187,1540.0,0.4038529411764705
1000,2011-02-14,1,0,2,7,0,1,1,1,0.34,0.303,0.46,0.2985,2,96,98,98,Low Wind,Medium Humidity,0.3215,Low Temp,Morning,0,26.0,-0.03700000000000003,0.07192500000000002,0.34,0.46,0.2985,0,0.9727622705564187,1635.0,0.4038529411764705
1001,2011-02-14,1,0,2,8,0,1,1,1,0.38,0.3939,0.4,0.4627,7,249,256,256,Medium Wind,Medium Humidity,0.38695,Medium Temp,Morning,1,98.0,0.013899999999999968,0.08113500000000001,0.34,0.46,0.2985,1,0.9727622705564187,1879.0,0.4870526315789474
1002,2011-02-14,1,0,2,9,0,1,1,1,0.4,0.4091,0.37,0.3881,8,122,130,130,Medium Wind,Medium Humidity,0.40455,Medium Temp,Morning,0,256.0,0.009099999999999997,0.07790500000000002,0.38,0.4,0.4627,0,0.9727622705564187,1962.0,0.3589925
1003,2011-02-14,1,0,2,10,0,1,1,1,0.44,0.4394,0.33,0.2239,9,46,55,55,Low Wind,Low Humidity,0.4397,Medium Temp,Morning,0,130.0,-0.0005999999999999894,0.07169500000000001,0.4,0.37,0.3881,1,0.9727622705564187,1912.0,0.167925
1004,2011-02-14,1,0,2,11,0,1,1,1,0.52,0.5,0.23,0.2537,10,43,53,53,Low Wind,Low Humidity,0.51,Medium Temp,Morning,0,55.0,-0.020000000000000018,0.076185,0.44,0.33,0.2239,0,0.9727622705564187,1853.0,0.11221346153846154
1005,2011-02-14,1,0,2,12,0,1,1,1,0.56,0.5303,0.22,0.4478,27,99,126,126,Medium Wind,Low Humidity,0.54515,Medium Temp,Afternoon,0,53.0,-0.02970000000000006,0.08939,0.52,0.23,0.2537,1,0.9727622705564187,1827.0,0.17592142857142853
1006,2011-02-14,1,0,2,13,0,1,1,1,0.58,0.5455,0.19,0.3881,27,93,120,120,Medium Wind,Low Humidity,0.56275,Medium Temp,Afternoon,0,126.0,-0.034499999999999975,0.08690500000000001,0.56,0.22,0.4478,0,0.9727622705564187,1793.0,0.12713620689655172
1007,2011-02-14,1,0,2,14,0,1,1,1,0.6,0.5909,0.15,0.4925,14,76,90,90,Medium Wind,Low Humidity,0.59545,Medium Temp,Afternoon,0,120.0,-0.009099999999999997,0.09212500000000001,0.58,0.19,0.3881,1,0.9727622705564187,1722.0,0.123125
1008,2011-02-14,1,0,2,15,0,1,1,1,0.56,0.5303,0.21,0.6567,19,71,90,90,Medium Wind,Low Humidity,0.54515,Medium Temp,Afternoon,0,90.0,-0.02970000000000006,0.099335,0.6,0.15,0.4925,1,0.9727622705564187,1650.0,0.24626249999999994
1009,2011-02-14,1,0,2,16,0,1,1,1,0.52,0.5,0.27,0.4627,16,102,118,118,Medium Wind,Low Humidity,0.51,Medium Temp,Afternoon,0,90.0,-0.020000000000000018,0.088635,0.56,0.21,0.6567,1,0.9727622705564187,1634.0,0.24024807692307693
1010,2011-02-14,1,0,2,17,0,1,1,1,0.46,0.4545,0.33,0.6119,25,218,243,243,Medium Wind,Low Humidity,0.45725000000000005,Medium Temp,Afternoon,1,118.0,-0.005500000000000005,0.093095,0.52,0.27,0.4627,1,0.9727622705564187,1752.0,0.4389717391304348
1011,2011-02-14,1,0,2,18,0,1,1,1,0.4,0.4091,0.4,0.6119,11,194,205,205,Medium Wind,Medium Humidity,0.40455,Medium Temp,Evening,0,243.0,0.009099999999999997,0.09059500000000001,0.46,0.33,0.6119,0,0.9727622705564187,1862.0,0.6119
1012,2011-02-14,1,0,2,19,0,1,1,1,0.38,0.3939,0.43,0.4925,12,86,98,98,Medium Wind,Medium Humidity,0.38695,Medium Temp,Evening,0,205.0,0.013899999999999968,0.084125,0.4,0.4,0.6119,1,0.9727622705564187,1899.0,0.5573026315789473
1013,2011-02-14,1,0,2,20,0,1,1,1,0.36,0.3182,0.46,0.4627,5,65,70,70,Medium Wind,Medium Humidity,0.33909999999999996,Medium Temp,Evening,0,98.0,-0.041800000000000004,0.082135,0.38,0.43,0.4925,0,0.9727622705564187,1922.0,0.5912277777777778
1014,2011-02-14,1,0,2,21,0,1,1,1,0.36,0.3182,0.5,0.5224,8,35,43,43,Medium Wind,Medium Humidity,0.33909999999999996,Medium Temp,Evening,0,70.0,-0.041800000000000004,0.08712,0.36,0.46,0.4627,0,0.9727622705564187,1914.0,0.7255555555555555
1015,2011-02-14,1,0,2,22,0,1,1,1,0.34,0.2879,0.46,0.6567,1,44,45,45,Medium Wind,Medium Humidity,0.31395,Low Temp,Evening,0,43.0,-0.052100000000000035,0.089835,0.36,0.5,0.5224,1,0.9727622705564187,1923.0,0.8884764705882353
1016,2011-02-14,1,0,2,23,0,1,1,1,0.32,0.2879,0.49,0.4925,1,19,20,20,Medium Wind,Medium Humidity,0.30395,Low Temp,Evening,0,45.0,-0.03210000000000002,0.081125,0.34,0.46,0.6567,1,0.9727622705564187,1913.0,0.7541406249999999
1017,2011-02-15,1,0,2,0,0,2,1,1,0.3,0.2727,0.49,0.4179,7,12,19,19,Medium Wind,Medium Humidity,0.28635,Low Temp,Early Morning,0,20.0,-0.02729999999999999,0.075395,0.32,0.49,0.4925,0,0.9727622705564187,1921.0,0.68257
1018,2011-02-15,1,0,2,1,0,2,1,1,0.3,0.2424,0.42,0.7761,0,5,5,5,High Wind,Medium Humidity,0.2712,Low Temp,Early Morning,0,19.0,-0.057599999999999985,0.08980500000000001,0.3,0.49,0.4179,1,0.9727622705564187,1919.0,1.08654
1019,2011-02-15,1,0,2,2,0,2,1,1,0.28,0.2273,0.41,0.6866,1,2,3,3,High Wind,Medium Humidity,0.25365000000000004,Low Temp,Early Morning,0,5.0,-0.052700000000000025,0.08283,0.3,0.42,0.7761,0,0.9727622705564187,1920.0,1.0053785714285712
1020,2011-02-15,1,0,2,4,0,2,1,1,0.22,0.1818,0.37,0.5224,0,1,1,1,Medium Wind,Medium Humidity,0.2009,Low Temp,Early Morning,0,3.0,-0.03820000000000001,0.06662,0.28,0.41,0.6866,1,0.9727622705564187,1919.0,0.8785818181818181
1021,2011-02-15,1,0,2,5,0,2,1,1,0.22,0.1818,0.32,0.4627,0,4,4,4,Medium Wind,Low Humidity,0.2009,Low Temp,Early Morning,0,1.0,-0.03820000000000001,0.06113500000000001,0.22,0.37,0.5224,0,0.9727622705564187,1921.0,0.6730181818181818
1022,2011-02-15,1,0,2,6,0,2,1,1,0.2,0.1818,0.32,0.3284,0,30,30,30,Low Wind,Low Humidity,0.19090000000000001,Low Temp,Morning,0,4.0,-0.01820000000000002,0.05242000000000001,0.22,0.32,0.4627,1,0.9727622705564187,1948.0,0.52544
1023,2011-02-15,1,0,2,7,0,2,1,1,0.2,0.1818,0.32,0.3582,2,103,105,105,Medium Wind,Low Humidity,0.19090000000000001,Low Temp,Morning,0,30.0,-0.01820000000000002,0.053910000000000007,0.2,0.32,0.3284,0,0.9727622705564187,2027.0,0.57312
1024,2011-02-15,1,0,2,8,0,2,1,1,0.2,0.1818,0.32,0.3582,10,213,223,223,Medium Wind,Low Humidity,0.19090000000000001,Low Temp,Morning,1,105.0,-0.01820000000000002,0.053910000000000007,0.2,0.32,0.3582,0,0.9727622705564187,2152.0,0.57312
1025,2011-02-15,1,0,2,9,0,2,1,1,0.22,0.197,0.29,0.4478,2,108,110,110,Medium Wind,Low Humidity,0.20850000000000002,Low Temp,Morning,0,223.0,-0.022999999999999993,0.058890000000000005,0.2,0.32,0.3582,0,0.9727622705564187,2006.0,0.5902818181818181
1026,2011-02-15,1,0,2,10,0,2,1,1,0.24,0.2121,0.27,0.2836,5,47,52,52,Low Wind,Low Humidity,0.22605,Low Temp,Morning,0,110.0,-0.02789999999999998,0.051680000000000004,0.22,0.29,0.4478,1,0.9727622705564187,1928.0,0.31905000000000006
1027,2011-02-15,1,0,2,11,0,2,1,1,0.26,0.2424,0.25,0.2537,11,46,57,57,Low Wind,Low Humidity,0.2512,Low Temp,Morning,0,52.0,-0.017600000000000005,0.05118500000000001,0.24,0.27,0.2836,0,0.9727622705564187,1930.0,0.24394230769230765
1028,2011-02-15,1,0,2,12,0,2,1,1,0.28,0.2727,0.24,0.2537,6,65,71,71,Low Wind,Low Humidity,0.27635,Low Temp,Afternoon,0,57.0,-0.007300000000000029,0.05268500000000001,0.26,0.25,0.2537,0,0.9727622705564187,1948.0,0.2174571428571428
1029,2011-02-15,1,0,2,13,0,2,1,1,0.32,0.303,0.21,0.2239,14,68,82,82,Low Wind,Low Humidity,0.3115,Low Temp,Afternoon,0,71.0,-0.017000000000000015,0.05369500000000001,0.28,0.24,0.2537,0,0.9727622705564187,1904.0,0.14693437499999998
1030,2011-02-15,1,0,2,14,0,2,1,1,0.34,0.3182,0.19,0.2239,10,69,79,79,Low Wind,Low Humidity,0.3291,Low Temp,Afternoon,0,82.0,-0.02180000000000004,0.05469500000000001,0.32,0.21,0.2239,0,0.9727622705564187,1863.0,0.1251205882352941
1031,2011-02-15,1,0,2,15,0,2,1,1,0.34,0.3333,0.19,0.1642,11,74,85,85,Low Wind,Low Humidity,0.33665,Medium Temp,Afternoon,0,79.0,-0.006700000000000039,0.051710000000000006,0.34,0.19,0.2239,0,0.9727622705564187,1858.0,0.09175882352941177
1032,2011-02-15,1,0,2,16,0,2,1,1,0.34,0.3182,0.19,0.2537,21,77,98,98,Low Wind,Low Humidity,0.3291,Low Temp,Afternoon,0,85.0,-0.02180000000000004,0.056185000000000006,0.34,0.19,0.1642,0,0.9727622705564187,1866.0,0.1417735294117647
1033,2011-02-15,1,0,2,17,0,2,1,1,0.32,0.303,0.22,0.2239,15,191,206,206,Low Wind,Low Humidity,0.3115,Low Temp,Afternoon,1,98.0,-0.017000000000000015,0.05419500000000001,0.34,0.19,0.2537,0,0.9727622705564187,1954.0,0.15393125
1034,2011-02-15,1,0,2,18,0,2,1,1,0.3,0.303,0.22,0.1343,14,198,212,212,Low Wind,Low Humidity,0.3015,Low Temp,Evening,0,206.0,0.0030000000000000027,0.047715,0.32,0.22,0.2239,0,0.9727622705564187,1923.0,0.09848666666666667
1035,2011-02-15,1,0,2,19,0,2,1,1,0.28,0.2879,0.26,0.1343,3,142,145,145,Low Wind,Low Humidity,0.28395000000000004,Low Temp,Evening,0,212.0,0.007899999999999963,0.04771500000000001,0.3,0.22,0.1343,0,0.9727622705564187,1863.0,0.12470714285714286
1036,2011-02-15,1,0,2,20,0,2,1,1,0.26,0.2727,0.33,0.1045,3,98,101,101,Low Wind,Low Humidity,0.26635,Low Temp,Evening,0,145.0,0.012699999999999989,0.047725000000000004,0.28,0.26,0.1343,0,0.9727622705564187,1866.0,0.13263461538461538
1037,2011-02-15,1,0,2,21,0,2,1,1,0.24,0.2879,0.52,0.0,5,61,66,66,Low Wind,Medium Humidity,0.26395,Low Temp,Evening,0,101.0,0.0479,0.05,0.26,0.33,0.1045,1,0.9727622705564187,1862.0,0.0
1038,2011-02-15,1,0,2,22,0,2,1,1,0.24,0.2879,0.44,0.0,0,41,41,41,Low Wind,Medium Humidity,0.26395,Low Temp,Evening,0,66.0,0.0479,0.046,0.24,0.52,0.0,0,0.9727622705564187,1860.0,0.0
1039,2011-02-15,1,0,2,23,0,2,1,2,0.22,0.2576,0.44,0.0896,0,20,20,20,Low Wind,Medium Humidity,0.2388,Low Temp,Evening,0,41.0,0.037599999999999995,0.09696,0.24,0.44,0.0,0,0.9727622705564187,1835.0,0.1792
1040,2011-02-16,1,0,2,0,0,3,1,1,0.22,0.2576,0.41,0.0896,0,15,15,15,Low Wind,Medium Humidity,0.2388,Low Temp,Early Morning,0,20.0,0.037599999999999995,0.04698,0.22,0.44,0.0896,0,0.9727622705564187,1830.0,0.16698181818181818
1041,2011-02-16,1,0,2,1,0,3,1,1,0.2,0.2273,0.44,0.0896,0,9,9,9,Low Wind,Medium Humidity,0.21365,Low Temp,Early Morning,0,15.0,0.02729999999999999,0.04648000000000001,0.22,0.41,0.0896,0,0.9727622705564187,1820.0,0.19712
1042,2011-02-16,1,0,2,3,0,3,1,2,0.2,0.197,0.47,0.194,0,1,1,1,Low Wind,Medium Humidity,0.1985,Low Temp,Early Morning,0,9.0,-0.0030000000000000027,0.10640000000000001,0.2,0.44,0.0896,1,0.9727622705564187,1816.0,0.45589999999999997
1043,2011-02-16,1,0,2,4,0,3,1,1,0.2,0.197,0.51,0.194,0,1,1,1,Low Wind,Medium Humidity,0.1985,Low Temp,Early Morning,0,1.0,-0.0030000000000000027,0.055200000000000006,0.2,0.47,0.194,0,0.9727622705564187,1814.0,0.4947
1044,2011-02-16,1,0,2,5,0,3,1,1,0.2,0.197,0.47,0.194,0,5,5,5,Low Wind,Medium Humidity,0.1985,Low Temp,Early Morning,0,1.0,-0.0030000000000000027,0.053200000000000004,0.2,0.51,0.194,0,0.9727622705564187,1818.0,0.45589999999999997
1045,2011-02-16,1,0,2,6,0,3,1,1,0.2,0.197,0.55,0.2239,1,32,33,33,Low Wind,Medium Humidity,0.1985,Low Temp,Morning,0,5.0,-0.0030000000000000027,0.05869500000000001,0.2,0.47,0.194,0,0.9727622705564187,1847.0,0.615725
1046,2011-02-16,1,0,2,7,0,3,1,2,0.2,0.197,0.55,0.2239,5,103,108,108,Low Wind,Medium Humidity,0.1985,Low Temp,Morning,0,33.0,-0.0030000000000000027,0.11739000000000002,0.2,0.55,0.2239,0,0.9727622705564187,1925.0,0.615725
1047,2011-02-16,1,0,2,8,0,3,1,2,0.22,0.2273,0.55,0.1642,6,224,230,230,Low Wind,Medium Humidity,0.22365000000000002,Low Temp,Morning,1,108.0,0.007300000000000001,0.11542000000000001,0.2,0.55,0.2239,0,0.9727622705564187,2050.0,0.4105000000000001
1048,2011-02-16,1,0,2,9,0,3,1,1,0.24,0.2121,0.52,0.2836,2,122,124,124,Low Wind,Medium Humidity,0.22605,Low Temp,Morning,0,230.0,-0.02789999999999998,0.06418,0.22,0.55,0.1642,1,0.9727622705564187,1951.0,0.6144666666666667
1049,2011-02-16,1,0,2,10,0,3,1,1,0.26,0.2273,0.41,0.3881,14,55,69,69,Medium Wind,Medium Humidity,0.24365,Low Temp,Morning,0,124.0,-0.03270000000000001,0.065905,0.24,0.52,0.2836,1,0.9727622705564187,1910.0,0.6120038461538461
1050,2011-02-16,1,0,2,11,0,3,1,1,0.34,0.303,0.34,0.2985,7,59,66,66,Low Wind,Medium Humidity,0.3215,Low Temp,Morning,0,69.0,-0.03700000000000003,0.06592500000000001,0.26,0.41,0.3881,0,0.9727622705564187,1924.0,0.2985
1051,2011-02-16,1,0,2,12,0,3,1,1,0.38,0.3939,0.32,0.3284,14,72,86,86,Low Wind,Low Humidity,0.38695,Medium Temp,Afternoon,0,66.0,0.013899999999999968,0.07042000000000001,0.34,0.34,0.2985,0,0.9727622705564187,1953.0,0.27654736842105265
1052,2011-02-16,1,0,2,13,0,3,1,1,0.42,0.4242,0.3,0.3582,13,80,93,93,Medium Wind,Low Humidity,0.42210000000000003,Medium Temp,Afternoon,0,86.0,0.004200000000000037,0.07491,0.38,0.32,0.3284,0,0.9727622705564187,1975.0,0.2558571428571429
1053,2011-02-16,1,0,2,14,0,3,1,1,0.46,0.4545,0.28,0.4179,17,65,82,82,Medium Wind,Low Humidity,0.45725000000000005,Medium Temp,Afternoon,0,93.0,-0.005500000000000005,0.08089500000000001,0.42,0.3,0.3582,0,0.9727622705564187,1975.0,0.2543739130434783
1054,2011-02-16,1,0,2,15,0,3,1,1,0.46,0.4545,0.28,0.4179,35,82,117,117,Medium Wind,Low Humidity,0.45725000000000005,Medium Temp,Afternoon,0,82.0,-0.005500000000000005,0.08089500000000001,0.46,0.28,0.4179,0,0.9727622705564187,2013.0,0.2543739130434783
1055,2011-02-16,1,0,2,16,0,3,1,1,0.46,0.4545,0.31,0.3881,26,96,122,122,Medium Wind,Low Humidity,0.45725000000000005,Medium Temp,Afternoon,0,117.0,-0.005500000000000005,0.080905,0.46,0.28,0.4179,0,0.9727622705564187,2050.0,0.261545652173913
1056,2011-02-16,1,0,2,17,0,3,1,1,0.46,0.4545,0.28,0.2836,11,244,255,255,Low Wind,Low Humidity,0.45725000000000005,Medium Temp,Afternoon,1,122.0,-0.005500000000000005,0.07418000000000001,0.46,0.31,0.3881,1,0.9727622705564187,2207.0,0.17262608695652173
1057,2011-02-16,1,0,2,18,0,3,1,1,0.4,0.4091,0.4,0.2239,20,202,222,222,Low Wind,Medium Humidity,0.40455,Medium Temp,Evening,0,255.0,0.009099999999999997,0.07119500000000001,0.46,0.28,0.2836,1,0.9727622705564187,2223.0,0.2239
1058,2011-02-16,1,0,2,19,0,3,1,1,0.34,0.3182,0.53,0.2239,18,143,161,161,Low Wind,Medium Humidity,0.3291,Low Temp,Evening,0,222.0,-0.02180000000000004,0.07169500000000001,0.4,0.4,0.2239,1,0.9727622705564187,2172.0,0.3490205882352941
1059,2011-02-16,1,0,2,20,0,3,1,1,0.38,0.3939,0.43,0.194,10,108,118,118,Low Wind,Medium Humidity,0.38695,Medium Temp,Evening,0,161.0,0.013899999999999968,0.06920000000000001,0.34,0.53,0.2239,1,0.9727622705564187,2145.0,0.2195263157894737
1060,2011-02-16,1,0,2,21,0,3,1,1,0.36,0.3485,0.46,0.194,5,87,92,92,Low Wind,Medium Humidity,0.35424999999999995,Medium Temp,Evening,0,118.0,-0.01150000000000001,0.0687,0.38,0.43,0.194,0,0.9727622705564187,2136.0,0.2478888888888889
1061,2011-02-16,1,0,2,22,0,3,1,1,0.34,0.3333,0.53,0.194,12,61,73,73,Low Wind,Medium Humidity,0.33665,Medium Temp,Evening,0,92.0,-0.006700000000000039,0.07020000000000001,0.36,0.46,0.194,0,0.9727622705564187,2143.0,0.3024117647058824
1062,2011-02-16,1,0,2,23,0,3,1,1,0.38,0.3939,0.4,0.2239,2,31,33,33,Low Wind,Medium Humidity,0.38695,Medium Temp,Evening,0,73.0,0.013899999999999968,0.069195,0.34,0.53,0.194,1,0.9727622705564187,2135.0,0.2356842105263158
1063,2011-02-17,1,0,2,0,0,4,1,1,0.34,0.3333,0.53,0.194,1,16,17,17,Low Wind,Medium Humidity,0.33665,Medium Temp,Early Morning,0,33.0,-0.006700000000000039,0.07020000000000001,0.38,0.4,0.2239,1,0.9727622705564187,2132.0,0.3024117647058824
1064,2011-02-17,1,0,2,1,0,4,1,1,0.34,0.3182,0.53,0.2239,0,6,6,6,Low Wind,Medium Humidity,0.3291,Low Temp,Early Morning,0,17.0,-0.02180000000000004,0.07169500000000001,0.34,0.53,0.194,0,0.9727622705564187,2123.0,0.3490205882352941
1065,2011-02-17,1,0,2,2,0,4,1,2,0.34,0.3182,0.53,0.2239,2,4,6,6,Low Wind,Medium Humidity,0.3291,Low Temp,Early Morning,0,6.0,-0.02180000000000004,0.14339000000000002,0.34,0.53,0.2239,0,0.9727622705564187,2120.0,0.3490205882352941
1066,2011-02-17,1,0,2,3,0,4,1,1,0.34,0.3333,0.53,0.194,3,1,4,4,Low Wind,Medium Humidity,0.33665,Medium Temp,Early Morning,0,6.0,-0.006700000000000039,0.07020000000000001,0.34,0.53,0.2239,0,0.9727622705564187,2123.0,0.3024117647058824
1067,2011-02-17,1,0,2,4,0,4,1,1,0.32,0.3182,0.57,0.194,3,1,4,4,Low Wind,Medium Humidity,0.3191,Low Temp,Early Morning,0,4.0,-0.0018000000000000238,0.0702,0.34,0.53,0.194,0,0.9727622705564187,2126.0,0.3455625
1068,2011-02-17,1,0,2,5,0,4,1,1,0.32,0.3333,0.66,0.0896,1,11,12,12,Low Wind,Medium Humidity,0.32665,Low Temp,Early Morning,0,4.0,0.013299999999999979,0.06948,0.32,0.57,0.194,1,0.9727622705564187,2133.0,0.1848
1069,2011-02-17,1,0,2,6,0,4,1,1,0.3,0.303,0.7,0.1343,3,44,47,47,Low Wind,High Humidity,0.3015,Low Temp,Morning,0,12.0,0.0030000000000000027,0.071715,0.32,0.66,0.0896,0,0.9727622705564187,2147.0,0.3133666666666667
1070,2011-02-17,1,0,2,7,0,4,1,1,0.32,0.3333,0.57,0.1045,7,119,126,126,Low Wind,Medium Humidity,0.32665,Low Temp,Morning,0,47.0,0.013299999999999979,0.065725,0.3,0.7,0.1343,1,0.9727622705564187,2165.0,0.18614062499999998
1071,2011-02-17,1,0,2,8,0,4,1,1,0.32,0.3333,0.57,0.0896,18,267,285,285,Low Wind,Medium Humidity,0.32665,Low Temp,Morning,1,126.0,0.013299999999999979,0.06498,0.32,0.57,0.1045,0,0.9727622705564187,2220.0,0.15959999999999996
1072,2011-02-17,1,0,2,9,0,4,1,1,0.36,0.3485,0.57,0.194,16,163,179,179,Low Wind,Medium Humidity,0.35424999999999995,Medium Temp,Morning,0,285.0,-0.01150000000000001,0.0742,0.32,0.57,0.0896,1,0.9727622705564187,2275.0,0.3071666666666667
1073,2011-02-17,1,0,2,10,0,4,1,1,0.38,0.3939,0.54,0.194,18,70,88,88,Low Wind,Medium Humidity,0.38695,Medium Temp,Morning,0,179.0,0.013899999999999968,0.0747,0.36,0.57,0.194,0,0.9727622705564187,2294.0,0.2756842105263158
1074,2011-02-17,1,0,2,11,0,4,1,2,0.44,0.4394,0.44,0.2537,19,71,90,90,Low Wind,Medium Humidity,0.4397,Medium Temp,Morning,0,88.0,-0.0005999999999999894,0.15737,0.38,0.54,0.194,1,0.9727622705564187,2318.0,0.2537
